bin start		omega	        hist_DD	        hist_DR	        hist_RR
66.750	      -0.237838	       12188808	       20000438	       22468264
67.000	      -0.235914	       11932392	       19686631	       22202900
67.250	      -0.241071	       11652440	       19436520	       21933154
67.500	      -0.245127	       11369262	       19184316	       21684028
67.750	      -0.244810	       11200240	       18952430	       21452766
68.000	      -0.249540	       10942298	       18734176	       21228656
68.250	      -0.252795	       10688782	       18486159	       20979910
68.500	      -0.248215	       10457972	       18186930	       20762364
68.750	      -0.244535	       10295540	       17905941	       20502710
69.000	      -0.236197	       10113326	       17596601	       20287928
69.250	      -0.228430	        9856910	       17252246	       20064292
69.500	      -0.224195	        9531808	       16917383	       19852190
69.750	      -0.222149	        9240286	       16610684	       19622064
70.000	      -0.222538	        9019896	       16349557	       19368906
70.250	      -0.219814	        8892330	       16111123	       19125798
70.500	      -0.215599	        8698952	       15836595	       18899524
70.750	      -0.212306	        8496908	       15557852	       18657670
71.000	      -0.206677	        8391430	       15318211	       18434922
71.250	      -0.209285	        8217572	       15120177	       18211414
71.500	      -0.213489	        8064606	       14918335	       17941702
71.750	      -0.211184	        7925124	       14685405	       17706376
72.000	      -0.208741	        7795314	       14445828	       17453154
72.250	      -0.204754	        7660574	       14200643	       17215720
72.500	      -0.198418	        7531028	       13930432	       16963894
72.750	      -0.185283	        7406484	       13615190	       16725036
73.000	      -0.177109	        7247796	       13326618	       16485680
73.250	      -0.176644	        7017018	       13061080	       16236984
73.500	      -0.176480	        6744490	       12788903	       16008190
73.750	      -0.171578	        6478486	       12490316	       15792502
74.000	      -0.167601	        6250628	       12203111	       15549482
74.250	      -0.158626	        6080494	       11915043	       15319514
74.500	      -0.141674	        5940530	       11588587	       15097694
74.750	      -0.132295	        5770996	       11282157	       14831228
75.000	      -0.129541	        5625640	       11031922	       14552990
75.250	      -0.128053	        5441100	       10791579	       14309658
75.500	      -0.128999	        5258434	       10558914	       14047300
75.750	      -0.131039	        5034742	       10310216	       13779972
76.000	      -0.128547	        4798106	       10039270	       13539914
76.250	      -0.111564	        4629346	        9690832	       13271682
76.500	      -0.082397	        4504420	        9301770	       13025826
76.750	      -0.059908	        4350380	        8963516	       12809280
77.000	      -0.042996	        4243232	        8673004	       12562630
77.250	      -0.029959	        4167846	        8420509	       12304538
77.500	      -0.021569	        4051416	        8173125	       12035244
77.750	      -0.012535	        3943874	        7931352	       11771282
78.000	      -0.003562	        3833254	        7699142	       11523986
78.250	       0.006923	        3767436	        7468336	       11247100
78.500	       0.011122	        3657622	        7264564	       10993776
78.750	       0.013801	        3579498	        7097694	       10764454
79.000	       0.014454	        3464686	        6913294	       10513872
79.250	       0.006991	        3321490	        6750134	       10250440
79.500	      -0.007273	        3184254	        6616834	        9976854
79.750	      -0.016923	        3019318	        6461761	        9739384
80.000	      -0.016030	        2951722	        6304046	        9504020
80.250	      -0.016127	        2908204	        6156611	        9255750
80.500	      -0.028847	        2821604	        6035426	        8989916
80.750	      -0.038202	        2727520	        5903807	        8745976
81.000	      -0.043024	        2640068	        5770191	        8533182
81.250	      -0.054637	        2526684	        5631540	        8283798
81.500	      -0.061277	        2434690	        5480714	        8034412
81.750	      -0.075649	        2350410	        5355565	        7772718
82.000	      -0.086225	        2258772	        5219109	        7530156
82.250	      -0.098109	        2149388	        5071431	        7279306
82.500	      -0.106473	        2037532	        4911860	        7036942
82.750	      -0.089608	        1972814	        4692074	        6801834
83.000	      -0.086888	        1885166	        4520942	        6584598
83.250	      -0.085471	        1828570	        4350845	        6331924
83.500	      -0.087391	        1723810	        4169583	        6083694
83.750	      -0.081921	        1637260	        3968485	        5822706
84.000	      -0.077159	        1559872	        3785561	        5580654
84.250	      -0.074586	        1495648	        3610949	        5328796
84.500	      -0.078681	        1395688	        3437935	        5080448
84.750	      -0.067307	        1321968	        3252677	        4856510
85.000	      -0.067731	        1218414	        3082450	        4632708
85.250	      -0.087083	        1089596	        2934038	        4395692
85.500	      -0.081235	         998626	        2754735	        4171938
85.750	      -0.067840	         905618	        2567491	        3960672
